name	Phylum	Class	Order	Family	in_uk	in_dataset	taxonium_link
Hybosoridae	Euarthropoda	Insecta	Coleoptera	Hybosoridae	False		
Belohinidae	Euarthropoda	Insecta	Coleoptera	Belohinidae	False		
Scarabeidae	Euarthropoda	Insecta	Coleoptera	Scarabeidae	False		
Pleocomidae	Euarthropoda	Insecta	Coleoptera	Pleocomidae	False		
Glaphyridae	Euarthropoda	Insecta	Coleoptera	Glaphyridae	False		
Ochodaeidae	Euarthropoda	Insecta	Coleoptera	Ochodaeidae	False		
Bolboceratidae	Euarthropoda	Insecta	Coleoptera	Bolboceratidae	False		
Geotrupidae	Euarthropoda	Insecta	Coleoptera	Geotrupidae	False		
Passalidae	Euarthropoda	Insecta	Coleoptera	Passalidae	False		
Lucanidae	Euarthropoda	Insecta	Coleoptera	Lucanidae	False		
Diphyllostomatidae	Euarthropoda	Insecta	Coleoptera	Diphyllostomatidae	False		
Trogidae	Euarthropoda	Insecta	Coleoptera	Trogidae	False		
Glaresidae	Euarthropoda	Insecta	Coleoptera	Glaresidae	False		
Leiodidae	Euarthropoda	Insecta	Coleoptera	Leiodidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLeiodidae%2FLeiodidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLeiodidae%2Fleiodidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Agyrtidae	Euarthropoda	Insecta	Coleoptera	Agyrtidae	False		
Staphylinidae	Euarthropoda	Insecta	Coleoptera	Staphylinidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FStaphylinidae%2FStaphylinidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FStaphylinidae%2Fstaphylinidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Silphidae	Euarthropoda	Insecta	Coleoptera	Silphidae	False		
Hydraenidae	Euarthropoda	Insecta	Coleoptera	Hydraenidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHydraenidae%2FHydraenidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHydraenidae%2Fhydraenidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Ptiliidae	Euarthropoda	Insecta	Coleoptera	Ptiliidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPtiliidae%2FPtiliidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FPtiliidae%2Fptiliidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Jacobsoniidae	Euarthropoda	Insecta	Coleoptera	Jacobsoniidae	False		
Helophoridae	Euarthropoda	Insecta	Coleoptera	Helophoridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHelophoridae%2FHelophoridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHelophoridae%2Fhelophoridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Hydrochidae	Euarthropoda	Insecta	Coleoptera	Hydrochidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHydrochidae%2FHydrochidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHydrochidae%2Fhydrochidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Georissidae	Euarthropoda	Insecta	Coleoptera	Georissidae	False		
Hydrophilidae	Euarthropoda	Insecta	Coleoptera	Hydrophilidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHydrophilidae%2FHydrophilidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHydrophilidae%2Fhydrophilidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Epimetopidae	Euarthropoda	Insecta	Coleoptera	Epimetopidae	False		
Spercheidae	Euarthropoda	Insecta	Coleoptera	Spercheidae	False		
Histeridae	Euarthropoda	Insecta	Coleoptera	Histeridae	False		
Sphaeritidae	Euarthropoda	Insecta	Coleoptera	Sphaeritidae	False		
Syntellidae	Euarthropoda	Insecta	Coleoptera	Syntellidae	False		
Nosodendridae	Euarthropoda	Insecta	Coleoptera	Nosodendridae	False		
Phengodidae	Euarthropoda	Insecta	Coleoptera	Phengodidae	False		
Rhagophthalmidae	Euarthropoda	Insecta	Coleoptera	Rhagophthalmidae	False		
Lampyridae	Euarthropoda	Insecta	Coleoptera	Lampyridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLampyridae%2FLampyridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FLampyridae%2Flampyridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Sinopyrophoridae	Euarthropoda	Insecta	Coleoptera	Sinopyrophoridae	False		
Elateridae	Euarthropoda	Insecta	Coleoptera	Elateridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FElateridae%2FElateridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FElateridae%2Felateridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Plastoceridae	Euarthropoda	Insecta	Coleoptera	Plastoceridae	False		
Drilidae	Euarthropoda	Insecta	Coleoptera	Drilidae	False		
Omalisidae	Euarthropoda	Insecta	Coleoptera	Omalisidae	False		
Cantharidae	Euarthropoda	Insecta	Coleoptera	Cantharidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCantharidae%2FCantharidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCantharidae%2Fcantharidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Iberobaeniidae	Euarthropoda	Insecta	Coleoptera	Iberobaeniidae	False		
Lycidae	Euarthropoda	Insecta	Coleoptera	Lycidae	False		
Cerophytidae	Euarthropoda	Insecta	Coleoptera	Cerophytidae	False		
Jurasaidae	Euarthropoda	Insecta	Coleoptera	Jurasaidae	False		
Eucnemidae	Euarthropoda	Insecta	Coleoptera	Eucnemidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEucnemidae%2FEucnemidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FEucnemidae%2Feucnemidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Throscidae	Euarthropoda	Insecta	Coleoptera	Throscidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FThroscidae%2FThroscidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FThroscidae%2Fthroscidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Brachypsectridae	Euarthropoda	Insecta	Coleoptera	Brachypsectridae	False		
Omethidae	Euarthropoda	Insecta	Coleoptera	Omethidae	False		
Telegeusidae	Euarthropoda	Insecta	Coleoptera	Telegeusidae	False		
Artematopodidae	Euarthropoda	Insecta	Coleoptera	Artematopodidae	False		
Limnichidae	Euarthropoda	Insecta	Coleoptera	Limnichidae	False		
Heteroceridae	Euarthropoda	Insecta	Coleoptera	Heteroceridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHeteroceridae%2FHeteroceridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHeteroceridae%2Fheteroceridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Elmidae	Euarthropoda	Insecta	Coleoptera	Elmidae	False		
Psephenidae	Euarthropoda	Insecta	Coleoptera	Psephenidae	False		
Chelonariidae	Euarthropoda	Insecta	Coleoptera	Chelonariidae	False		
Ptilodactylidae	Euarthropoda	Insecta	Coleoptera	Ptilodactylidae	False		
Cneoglossidae	Euarthropoda	Insecta	Coleoptera	Cneoglossidae	False		
Callirhipidae	Euarthropoda	Insecta	Coleoptera	Callirhipidae	False		
Eulichadidae	Euarthropoda	Insecta	Coleoptera	Eulichadidae	False		
Dryopidae	Euarthropoda	Insecta	Coleoptera	Dryopidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FDryopidae%2FDryopidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FDryopidae%2Fdryopidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Lutrochidae	Euarthropoda	Insecta	Coleoptera	Lutrochidae	False		
Protelmidae	Euarthropoda	Insecta	Coleoptera	Protelmidae	False		
Buprestidae	Euarthropoda	Insecta	Coleoptera	Buprestidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBuprestidae%2FBuprestidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FBuprestidae%2Fbuprestidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Schizopodidae	Euarthropoda	Insecta	Coleoptera	Schizopodidae	False		
Byrrhidae	Euarthropoda	Insecta	Coleoptera	Byrrhidae	False		
Dascillidae	Euarthropoda	Insecta	Coleoptera	Dascillidae	True		
Rhipiceridae	Euarthropoda	Insecta	Coleoptera	Rhipiceridae	False		
Rhinorhipidae	Euarthropoda	Insecta	Coleoptera	Rhinorhipidae	False		
Eucinetidae	Euarthropoda	Insecta	Coleoptera	Eucinetidae	False		
Clambidae	Euarthropoda	Insecta	Coleoptera	Clambidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FClambidae%2FClambidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FClambidae%2Fclambidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Derodontidae	Euarthropoda	Insecta	Coleoptera	Derodontidae	False		
Scirtidae	Euarthropoda	Insecta	Coleoptera	Scirtidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FScirtidae%2FScirtidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FScirtidae%2Fscirtidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Decliniidae	Euarthropoda	Insecta	Coleoptera	Decliniidae	False		
Aspidytidae	Euarthropoda	Insecta	Coleoptera	Aspidytidae	False		
Amphizoidae	Euarthropoda	Insecta	Coleoptera	Amphizoidae	False		
Hygrobiidae	Euarthropoda	Insecta	Coleoptera	Hygrobiidae	False		
Dysticidae	Euarthropoda	Insecta	Coleoptera	Dysticidae	False		
Noteridae	Euarthropoda	Insecta	Coleoptera	Noteridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNoteridae%2FNoteridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNoteridae%2Fnoteridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Meruidae	Euarthropoda	Insecta	Coleoptera	Meruidae	False		
Halipidae	Euarthropoda	Insecta	Coleoptera	Halipidae	False		
Carabidae	Euarthropoda	Insecta	Coleoptera	Carabidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCarabidae%2FCarabidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FCarabidae%2Fcarabidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Cicindelidae	Euarthropoda	Insecta	Coleoptera	Cicindelidae	False		
Trachypachidae	Euarthropoda	Insecta	Coleoptera	Trachypachidae	False		
Gyrinidae	Euarthropoda	Insecta	Coleoptera	Gyrinidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FGyrinidae%2FGyrinidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FGyrinidae%2Fgyrinidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Sphaeriusidae	Euarthropoda	Insecta	Coleoptera	Sphaeriusidae	False		
Lepiceridae	Euarthropoda	Insecta	Coleoptera	Lepiceridae	False		
Hydroscaphidae	Euarthropoda	Insecta	Coleoptera	Hydroscaphidae	False		
Torridincolidae	Euarthropoda	Insecta	Coleoptera	Torridincolidae	False		
Micromalthidae	Euarthropoda	Insecta	Coleoptera	Micromalthidae	False		
Crowsoniellidae	Euarthropoda	Insecta	Coleoptera	Crowsoniellidae	False		
Jurodidae	Euarthropoda	Insecta	Coleoptera	Jurodidae	False		
Cupedidae	Euarthropoda	Insecta	Coleoptera	Cupedidae	False		
Ommatidae	Euarthropoda	Insecta	Coleoptera	Ommatidae	False		
Stylopidae	Euarthropoda	Insecta	Strepsiptera	Stylopidae	False		
Xenidae	Euarthropoda	Insecta	Strepsiptera	Xenidae	False		
Callipharixenidae	Euarthropoda	Insecta	Strepsiptera	Callipharixenidae	False		
Myrmecolacidae	Euarthropoda	Insecta	Strepsiptera	Myrmecolacidae	False		
Elenchidae	Euarthropoda	Insecta	Strepsiptera	Elenchidae	True		
Halictophagidae	Euarthropoda	Insecta	Strepsiptera	Halictophagidae	True		
Bohartillidae	Euarthropoda	Insecta	Strepsiptera	Bohartillidae	False		
Corioxenidae	Euarthropoda	Insecta	Strepsiptera	Corioxenidae	False		
Mengenillidae	Euarthropoda	Insecta	Strepsiptera	Mengenillidae	False		
Bahiaxenidae	Euarthropoda	Insecta	Strepsiptera	Bahiaxenidae	False		
Myrmeleontidae	Euarthropoda	Insecta	Neuroptera	Myrmeleontidae	False		
Ascalaphidae	Euarthropoda	Insecta	Neuroptera	Ascalaphidae	False		
Nemopteridae	Euarthropoda	Insecta	Neuroptera	Nemopteridae	False		
Nymphidae	Euarthropoda	Insecta	Neuroptera	Nymphidae	False		
Psychopsidae	Euarthropoda	Insecta	Neuroptera	Psychopsidae	False		
Ithonidae	Euarthropoda	Insecta	Neuroptera	Ithonidae	False		
Hemerobiidae	Euarthropoda	Insecta	Neuroptera	Hemerobiidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHemerobiidae%2FHemerobiidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FHemerobiidae%2Fhemerobiidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Symphrasidae'	Euarthropoda	Insecta	Neuroptera	Symphrasidae'	False		
Berothidae	Euarthropoda	Insecta	Neuroptera	Berothidae	False		
Mantispidae	Euarthropoda	Insecta	Neuroptera	Mantispidae	False		
Rachiberothidae	Euarthropoda	Insecta	Neuroptera	Rachiberothidae	False		
Chrysopidae	Euarthropoda	Insecta	Neuroptera	Chrysopidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FChrysopidae%2FChrysopidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FChrysopidae%2Fchrysopidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Dilaridae	Euarthropoda	Insecta	Neuroptera	Dilaridae	False		
Nevrothidae	Euarthropoda	Insecta	Neuroptera	Nevrothidae	False		
Sisyridae	Euarthropoda	Insecta	Neuroptera	Sisyridae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSisyridae%2FSisyridae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSisyridae%2Fsisyridae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Osmylidae	Euarthropoda	Insecta	Neuroptera	Osmylidae	False		
Coniopterygidae	Euarthropoda	Insecta	Neuroptera	Coniopterygidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FConiopterygidae%2FConiopterygidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FConiopterygidae%2Fconiopterygidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Sialidae	Euarthropoda	Insecta	Megaloptera	Sialidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSialidae%2FSialidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FSialidae%2Fsialidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Corydalidae	Euarthropoda	Insecta	Megaloptera	Corydalidae	False		
Inocellidae	Euarthropoda	Insecta	Rhaphidioptera	Inocellidae	False		
Raphidiidae	Euarthropoda	Insecta	Rhaphidioptera	Raphidiidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FRaphidiidae%2FRaphidiidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FRaphidiidae%2Fraphidiidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Phiditiidae	Euarthropoda	Insecta	Lepidoptera	Phiditiidae	False		
Carthaeidae	Euarthropoda	Insecta	Lepidoptera	Carthaeidae	False		
Anthelidae	Euarthropoda	Insecta	Lepidoptera	Anthelidae	False		
Endromidae	Euarthropoda	Insecta	Lepidoptera	Endromidae	False		
Saturniidae	Euarthropoda	Insecta	Lepidoptera	Saturniidae	False		
Sphingidae	Euarthropoda	Insecta	Lepidoptera	Sphingidae	False		
Bombycidae	Euarthropoda	Insecta	Lepidoptera	Bombycidae	False		
Eupterotidae	Euarthropoda	Insecta	Lepidoptera	Eupterotidae	False		
Brahmaeidae	Euarthropoda	Insecta	Lepidoptera	Brahmaeidae	False		
Apatelodidae	Euarthropoda	Insecta	Lepidoptera	Apatelodidae	False		
Lasiocampidae	Euarthropoda	Insecta	Lepidoptera	Lasiocampidae	False		
Nolidae	Euarthropoda	Insecta	Lepidoptera	Nolidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNolidae%2FNolidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNolidae%2Fnolidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Euteliidae	Euarthropoda	Insecta	Lepidoptera	Euteliidae	False		
Noctuidae	Euarthropoda	Insecta	Lepidoptera	Noctuidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNoctuidae%2FNoctuidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNoctuidae%2Fnoctuidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Erebidae	Euarthropoda	Insecta	Lepidoptera	Erebidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FErebidae%2FErebidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FErebidae%2Ferebidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Notodontidae	Euarthropoda	Insecta	Lepidoptera	Notodontidae	True	BIOSCAN	[🌳 Open tree](https://taxonium.org/?treeUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNotodontidae%2FNotodontidae_final_tree.newick&metaUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fdata%2FNotodontidae%2Fnotodontidae_metadata_FINAL.tsv&configUrl=https%3A%2F%2Fraw.githubusercontent.com%2FLyndallP%2Fbioscan-phylogenetics%2Fmain%2Fconfig.json)
Oenosandridae	Euarthropoda	Insecta	Lepidoptera	Oenosandridae	False		
Sematuridae	Euarthropoda	Insecta	Lepidoptera	Sematuridae	False		
Epicopeiidae	Euarthropoda	Insecta	Lepidoptera	Epicopeiidae	False		
Pseudobistonidae	Euarthropoda	Insecta	Lepidoptera	Pseudobistonidae	False		
